Location	Name	ID	Count	Slots
General7-Slot3	Fire Emerald Ring	10049	1	5
General7-Slot4	Fire Emerald Ring	10049	1	5
General7-Slot5	Sludged Girdle	4312	1	5
General7-Slot6	Empty	0	0	0
General7-Slot7	Empty	0	0	0
General7-Slot8	Empty	0	0	0
General7-Slot9	Empty	0	0	0
General7-Slot10	Empty	0	0	0
General8	10 Dose Blood of the Wolf	14534	1	5
Held	Empty	0	0	0
Bank1	Coldain Tanners Kit	17863	1	8
Bank1-Slot1	Nilitim's Grimoire Pg. 300	11726	1	5
Bank1-Slot2	Empty	0	0	0
Bank1-Slot3	Spell: Dementia	19384	1	5
Bank1-Slot4	Torch	13002	1	5
Bank1-Slot5	Spell: Shiftless Deeds	15186	1	5
Bank1-Slot6	Empty	0	0	0
Bank1-Slot7	Spell: Tepid Deeds	15185	1	5
Bank1-Slot8	Spell: Tepid Deeds	15185	1	5
Bank2	Tome of Endless Enchantments	17500	1	10
Bank2-Slot1	Burynai Legion Gi	1193	1	5
Bank2-Slot2	RukGus' Sticker	7372	1	5
Bank2-Slot3	Black Tome with Silver Runes	13400	1	5
Bank2-Slot4	Black Tome with Silver Runes	13400	1	5
Bank2-Slot5	Salil's Writ Pg. 282	11716	1	5
Bank2-Slot6	Salil's Writ Pg. 174	11715	1	5
Bank2-Slot7	Part of Tasarin's Grimoire Pg. 390	16080	3	5
Bank2-Slot8	Part of Tasarin's Grimoire Pg. 390	16081	1	5
Bank2-Slot9	Salil's Writ Pg. 288	11719	1	5
Bank2-Slot10	Part of Tasarin's Grimoire Pg. 375	16079	2	5
Bank3	Backpack	17005	1	8
Bank3-Slot1	Empty	0	0	0
Bank3-Slot2	Greyish Bone Chips	12943	1	5
Bank3-Slot3	Empty	0	0	0
Bank3-Slot4	Spell: Color Skew	15178	1	5
Bank3-Slot5	Withered Staff	6682	1	5
Bank3-Slot6	Empty	0	0	0
Bank3-Slot7	Nilitim's Grimoire Pg. 300	11726	4	5
Bank3-Slot8	Spell: Shiftless Deeds	15186	1	5
Bank4	Coldain Tanners Kit	17863	1	8
Bank4-Slot1	Empty	0	0	0
Bank4-Slot2	Spell: Convergence	19423	1	5
Bank4-Slot3	Words of the Spectre	11856	1	5
Bank4-Slot4	Mountain Death Belt	1194	1	5
Bank4-Slot5	Empty	0	0	0
Bank4-Slot6	Sharkbone Warhammer	6408	1	5
Bank4-Slot7	Torch	13002	1	5
Bank4-Slot8	Band of Eternal Flame	14738	1	5
Bank5	Backpack	17005	1	8
Bank5-Slot1	Salil's Writ Pg. 64	11707	1	5
Bank5-Slot2	Part of Tasarin's Grimoire Pg. 24	16071	1	5
Bank5-Slot3	Salil's Writ Pg. 60	11882	7	5
Bank5-Slot4	Spell: Wake of Tranquility	19215	1	5
Bank5-Slot5	Nilitim's Grimoire Pg. 352	11729	3	5
Bank5-Slot6	Part of Tasarin's Grimoire Pg. 23	16069	2	5
Bank5-Slot7	Nilitim's Grimoire Pg. 35	11722	11	5
Bank5-Slot8	Empty	0	0	0
Bank6	Backpack	17005	1	8
Bank6-Slot1	Nilitim's Grimoire Pg. 449	11736	1	5
Bank6-Slot2	Nilitim's Grimoire Pg. 416	11735	1	5
Bank6-Slot3	Empty	0	0	0
Bank6-Slot4	Bat Wing	13068	20	5
Bank6-Slot5	Purification Tablet	12630	1	5
Bank6-Slot6	Crystallized Pumice	14524	1	5
Bank6-Slot7	Empty	0	0	0
Bank6-Slot8	Drachnid Thyxl	11981	1	5
Bank7	Deluxe Toolbox	17877	1	10
Bank7-Slot1	Nilitim's Grimoire Pg. 351	11728	2	5
Bank7-Slot2	Words of Possession	11815	1	5
Bank7-Slot3	Siren Scale Robe	1607	1	5
Bank7-Slot4	Ivory Pendant	20758	1	5
Bank7-Slot5	Electrum Star Ruby Ring	14681	1	5
Bank7-Slot6	Electrum Star Ruby Ring	14681	1	5
Bank7-Slot7	Loam Encrusted Bracelet	1649	1	5
Bank7-Slot8	Elliptical Veil	1262	1	5
Bank7-Slot9	Sarnak Arcane Fetish	14753	1	5
Bank7-Slot10	Empty	0	0	0
Bank8	Shralok Pack	17401	1	8
Bank8-Slot1	Empty	0	0	0
Bank8-Slot2	Empty	0	0	0
Bank8-Slot3	Empty	0	0	0
Bank8-Slot4	Empty	0	0	0
Bank8-Slot5	Empty	0	0	0
Bank8-Slot6	Empty	0	0	0
Bank8-Slot7	Empty	0	0	0
Bank8-Slot8	Empty	0	0	0
Bank9	Empty	0	0	0
Bank10	Empty	0	0	0
Bank11	Empty	0	0	0
Bank12	Empty	0	0	0
Bank13	Empty	0	0	0
Bank14	Empty	0	0	0
Bank15	Empty	0	0	0
Bank16	Empty	0	0	0
SharedBank1	Backpack	17005	1	8
SharedBank1-Slot1	Empty	0	0	0
SharedBank1-Slot2	Empty	0	0	0
SharedBank1-Slot3	Empty	0	0	0
SharedBank1-Slot4	Empty	0	0	0
SharedBank1-Slot5	Empty	0	0	0
SharedBank1-Slot6	Empty	0	0	0
SharedBank1-Slot7	Empty	0	0	0
SharedBank1-Slot8	Empty	0	0	0
SharedBank2	Empty	0	0	0
